House Direction,Balcony Direction,Bedrooms,Toilets,Legits,Furnitures,Floors,Facade,Entrance,City,District,Ward,Street,Area,Price,X,Y
,,3.0,2.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Nam Từ Liêm,Phường Trung Văn,Đường Tố Hữu,105.0,4000.0,21.0315919,105.7529955
Tây,Đông - Nam,2.0,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,Đường Phạm Văn Đồng,92.0,2484.0,21.0799477,105.7736253
Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Full nội thất.,,,,Hà Nội,Tây Hồ,Phường Xuân La,Đường Võ Chí Công,107.0,6100.0,21.0684199,105.8072107
Bắc,Bắc,6.0,6.0,Sổ đỏ/ Sổ hồng,,4.0,13.5,15,Hà Nội,Hà Đông,Phường La Khê,,202.7,26492.89,21.0283334,105.854041
Tây - Nam,Tây - Nam,6.0,4.0,Hợp đồng mua bán,Cb,4.0,13.0,13.5,Hà Nội,Hà Đông,Phường Dương Nội,Đường Lê Trọng Tấn,266.0,19500.0,20.9624811,105.743952
,,1.0,,,,,,,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Giải Phóng,50.0,1500.0,20.9711485,105.8457779
,,2.0,1.0,Sổ đỏ,,,,,Hà Nội,Hà Đông,Phường Phúc La,Phố Phùng Hưng,75.0,1750.0,21.0283334,105.854041
,,6.0,6.0,,,5.0,,,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Kim Đồng,65.0,10200.0,20.9846404,105.8431859
,,,,,,,,,Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Cộng Hòa,32.0,2500.0,20.9537589,105.808855
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Ngụy Như Kon Tum,131.0,25000.0,21.0045152,105.8012372
,,4.0,,Sổ đỏ,,4.0,,,Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,51.0,5700.0,20.9942422,105.8538954
Tây - Bắc,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Vũ Phạm Hàm,56.0,2400.0,21.0159572,105.7937939
,,4.0,,Sổ đỏ,,4.0,,2.5,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,54.0,3700.0,21.0120316,105.8253054
Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Nguyễn Ngọc Vũ,88.0,3100.0,21.0373324,105.7910892
,,6.0,6.0,Sổ đỏ/ Sổ hồng,,4.0,,,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,70.0,8000.0,21.021334,105.8243089
Tây - Nam,,,,,,,9.5,8,Hà Nội,Hoài Đức,Xã Song Phương,Đường Đại lộ Thăng Long,144.0,7776.0,21.0836979,105.6737471
,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Yên Hòa,80.0,2800.0,21.0159572,105.7937939
Đông - Nam,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,,,,Hà Nội,Đông Anh,Xã Đông Hội,Đường 5,63.0,1800.0,21.0805036,105.8730278
,,2.0,2.0,Sổ đỏ,,3.0,,3,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,45.0,4000.0,21.0120316,105.8253054
,,,,,,,12.0,,Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Đê Trần Khát Chân,131.0,9200.0,21.0105311,105.8630736
Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,,,4,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Bắc Cầu,79.6,1100.0,21.0438263,105.86562
,,4.0,3.0,Hợp đồng mua bán,Không nội thất,,,,Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Văn Cừ,180.0,7500.0,21.0455068,105.8691113
Tây - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,,,Hà Nội,Thanh Xuân,Phường Phương Liệt,Đường Giải Phóng,79.5,3000.0,20.9851702,105.838694
,,6.0,5.0,Sổ đỏ vuông đẹp.,Đẹp.,5.0,4.0,3,Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Ngọc Lâm,46.0,4200.0,21.0455068,105.8691113
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,4.7,3.5,Hà Nội,Đống Đa,Phường Nam Đồng,Đường Hồ Đắc Di,97.0,11600.0,21.0142306,105.8317169
,,6.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,,3,Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,40.0,4800.0,21.0352974,105.8246773
Đông - Nam,,4.0,6.0,Sổ đỏ/ Sổ hồng,Không nội thất,5.0,6.0,15,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Nguyễn Xiển,85.0,17000.0,21.0283334,105.854041
,,4.0,3.0,Sổ đỏ/ Sổ hồng,,4.0,,3,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Trung Kính,192.0,16000.0,21.0373324,105.7910892
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Quốc Oai,Xã Đông Xuân,Đường Đồng Chằm,83.0,1000.0,21.0283334,105.854041
,,,,Sổ đỏ/ Sổ hồng,,,8.0,5,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Hoàng Ngân,220.0,22500.0,21.0373324,105.7910892
,,2.0,1.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Phố Nghĩa Tân,70.0,1700.0,21.0455418,105.7919938
,,11.0,,,,6.0,,,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Lê Đức Thọ,72.0,8800.0,21.0205027,105.7639271
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,6.2,,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Đê La Thành,35.0,4600.0,21.021334,105.8243089
,,,,Đã có sổ,,,6.0,6,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,72.0,14000.0,21.0045152,105.8012372
Đông - Nam,Đông - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,4.0,3,Hà Nội,Hoài Đức,Xã Đức Giang,Đường 422,43.0,2650.0,21.0619981,105.7028272
Đông,Đông,3.0,4.0,Sổ đỏ/ Sổ hồng.,,5.0,3.3,2,Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Hoàng Mai,35.0,3650.0,20.9906699,105.853436
Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,,3.01,2,Hà Nội,Hoài Đức,Xã Đức Thượng,Đường 32,40.0,1300.0,21.0756307,105.6878572
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,Hà Nội.,Nam Từ Liêm,Phường Trung Văn,đường Trung Văn,79.0,2600.0,21.0315919,105.7529955
Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,6.0,,4,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Văn Linh,35.0,3850.0,21.0385726,105.8981935
Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,,3.7,5,Hà Nội,Hoài Đức,Thị trấn Trạm Trôi,Đường 32,41.0,2800.0,21.0681821,105.7099045
,,3.0,4.0,Sổ đỏ.,,5.0,,2.4,Hà Nội,Long Biên,Phường Sài Đồng,Đường Vũ Xuân Thiều,39.0,2800.0,21.0357231,105.9153081
,,2.0,1.0,,,,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng,,65.0,2700.0,21.0329958,105.7928552
,,,,Sổ đỏ.,,,6.0,8,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Văn Linh,57.0,4450.0,21.0385726,105.8981935
,,4.0,4.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4.0,6.6,6,Hà Nội,Hoàn Kiếm,Phường Hàng Mã,Đường Lý Nam Đế,80.0,19000.0,21.0372907,105.8466331
,,,,,,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Trung Kính,140.0,47000.0,21.0373324,105.7910892
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Long Biên,Phường Phúc Lợi,Đường Phúc Lợi,49.1,3300.0,21.0357231,105.9153081
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,4.0,4.5,6,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,80.0,14800.0,21.0684199,105.8072107
,,,,Hợp đồng mua bán,,,,,Hà Nội,Long Biên,Phường Phúc Lợi,Đường Phúc Lợi,52.0,4000.0,21.0357231,105.9153081
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Thanh Xuân,Phường Thượng Đình,Đường Trường Chinh,55.0,1000.0,20.9994658,105.8159609
,,,,Sổ đỏ/ Sổ hồng.,,,5.0,5,Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,82.0,4100.0,21.0180529,105.9016988
,,10.0,,Sổ đỏ,Đầy đủ,6.0,,,Hà Nội,Hoàng Mai,Phường Tương Mai,Đường Nguyễn Đức Cảnh,78.0,11000.0,20.9873744,105.8517517
,,3.0,4.0,Sổ đỏ/ Sổ hồng,"Nội thất hiện đại gồm: Sàn gỗ, tủ bếp, thiết bị vệ sinh, cầu thang, cửa...",6.0,,4,Hà Nội,Long Biên,Phường Phúc Lợi,Đường Phúc Lợi,35.0,3890.0,21.0357231,105.9153081
,,3.0,2.0,,,,,,Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Hàm Nghi,122.0,3000.0,21.0205027,105.7639271
Nam,,4.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,7.0,4.3,5,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phùng Chí Kiên,55.0,10800.0,21.0329958,105.7928552
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Đan Phượng,Xã Tân Lập,Đường Quốc lộ 32,64.0,1360.0,21.0283334,105.854041
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Đan Phượng,Xã Tân Lập,Đường Quốc lộ 32,55.0,1170.0,21.0283334,105.854041
,,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,,,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,40.0,4000.0,21.0283334,105.854041
,,4.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,,,Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Khương Trung,42.0,4500.0,20.9892133,105.809648
,,3.0,4.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5.0,,,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,38.0,5700.0,21.0283334,105.854041
,,4.0,4.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4.0,,,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,40.0,4000.0,21.0283334,105.854041
,,,,,,4.0,,,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Đường Phạm Văn Đồng,52.0,9700.0,21.0451915,105.7861662
,,2.0,2.0,Sổ đỏ/ Sổ hồng,Cao cấp.,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,100.0,3750.0,21.0373324,105.7910892
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Gia Lâm,Xã Đa Tốn,Đường Quốc Lộ 5B,55.0,2900.0,20.9853609,105.9316277
,,,,,,,4.1,,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Nguyễn Chính,43.0,4400.0,20.9711485,105.8457779
,,,,Sổ đỏ,,7.0,6.0,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Trung Kính,125.0,30000.0,21.0373324,105.7910892
Tây - Nam,Đông - Bắc,2.0,2.0,50 năm,Đồ liền tường,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Tuân,66.0,2800.0,20.9955213,105.8044695
,,25.0,,Sổ đỏ,"Full đồ: Nóng lạnh, điều hòa, máy giặt, tủ, giường,...",7.0,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Xuân Thủy,90.0,15000.0,21.0388103,105.7818897
,,12.0,7.0,Sổ đỏ,,7.0,,,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Trần Vỹ,51.0,10600.0,21.0358867,105.7785908
,,,,,,,,,Hà Nội,Nam Từ Liêm,,,100.0,3580.0,0.0,0.0
Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hà Đông,Phường La Khê,,73.0,1960.0,21.0283334,105.854041
,,,,,,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Lạc Long Quân,63.0,12800.0,21.0329958,105.7928552
,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Nội thất cao cấp, sàn gỗ trần thạch cao, bếp, tủ bếp, điều hòa, nóng lạnh, vệ sinh ToTo, hệ thống cửa chống cháy.",,,,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường An Dương Vương,65.0,2050.0,21.0791733,105.815656
,,3.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường An Dương Vương,100.0,2950.0,21.0791733,105.815656
,,12.0,24.0,Sổ đỏ/ Sổ hồng,Cao cấp,12.0,14.0,20,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Xã Đàn,340.0,95000.0,21.021334,105.8243089
Nam,Nam,4.0,3.0,Sổ đỏ,,4.0,5.0,11,Hà Nội,Hà Đông,Phường Phúc La,Phố Phùng Hưng,75.0,12500.0,21.0283334,105.854041
,,,,,,,,,Hà Nội,Nam Từ Liêm,Phường Phú Đô,đường Mỹ Đình,40.0,7800.0,21.0023029,105.7633439
Tây - Nam,Nam,5.0,4.0,Sổ đỏ/ Sổ hồng.,"Nội thất đã trang bị đầy đủ. Sàn gỗ Malai, trần thạch cao, đèn chùm...",4.0,4.0,3,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,52.0,5450.0,21.0438263,105.86562
Đông - Nam,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Gia Lâm,,,70.5,1900.0,0.0,0.0
,,,,Hợp đồng mua bán,,,9.0,40,Hà Nội,Hà Đông,Phường La Khê,Đường Tố Hữu,200.0,39000.0,21.0283334,105.854041
Tây - Nam,Đông - Bắc,1.0,1.0,Sổ đỏ/ Sổ hồng,đầy đủ,,,,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Giải Phóng,30.0,600.0,20.9846404,105.8431859
,,,,Sổ đỏ/ Sổ hồng,,6.0,5.25,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Hoa Bằng,40.0,7900.0,21.0159572,105.7937939
Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,"full đẹp, đèn chiếu sáng, bình nóng lạnh, bàn, ghế, giường, tủ, tủ bếp, tivi, tủ lạnh, máy giặt...",,,,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Đường Phạm Văn Đồng,95.0,4060.0,21.0451915,105.7861662
Đông - Bắc,,,,Sổ đỏ,,,,27,Hà Nội,Hà Đông,Phường Dương Nội,,198.0,35000.0,20.9624811,105.743952
,,,,Sổ đỏ/ Sổ hồng,,,5.1,10,Hà Nội,Chương Mỹ,Xã Tốt Động,,110.0,1250.0,21.0283334,105.854041
,,4.0,,Sổ đỏ/ Sổ hồng,,4.0,7.7,,Hà Nội,Hà Đông,Phường La Khê,Đường Ngô Quyền,50.0,5200.0,21.0283334,105.854041
Bắc,,,,,,,5.0,,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,90.0,12500.0,20.9599107,105.7387786
,,5.0,,Sổ đỏ/ Sổ hồng,,8.0,,,Hà Nội,Đống Đa,Phường Khương Thượng,Đường Trường Chinh,200.0,47000.0,21.0035184,105.8213842
,,6.0,5.0,Sổ đỏ/ Sổ hồng,,5.0,3.7,2,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Chùa Láng,36.0,4950.0,21.0166748,105.8104708
,,,,Sổ đỏ,,4.0,,,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Linh Đàm,200.0,42000.0,20.966384,105.8377568
,,2.0,1.0,+ Sổ đỏ chính chủ sẵn sàng giao dịch.,Đầy đủ,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,Đường Nguyễn Trãi,24.0,1060.0,21.0380687,105.7466523
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,3.0,3.3,6,Hà Nội,Long Biên,Phường Cự Khối,Đường Độc Lập,30.0,1690.0,21.0099858,105.9053582
,,26.0,26.0,Sổ đỏ/ Sổ hồng,,7.0,5.0,2,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Vương Thừa Vũ,123.0,24500.0,21.0283334,105.854041
,,4.0,4.0,Sổ đỏ.,Nội thất cơ bản.,5.0,5.0,3,Hà Nội,Long Biên,Phường Việt Hưng,Đường Ngô Gia Tự,40.0,3600.0,21.0602793,105.8938304
,,39.0,39.0,Sổ đỏ/ Sổ hồng,Full nội thất như hình.,8.0,6.0,5,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Hoàng Hoa Thám,200.0,45000.0,21.0386128,105.8279912
,,4.0,4.0,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,6.0,4.0,12,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,45.0,9200.0,21.0438263,105.86562
,,3.0,4.0,Sổ đỏ/ Sổ hồng,,7.0,4.8,5,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Lê Trọng Tấn,56.0,11500.0,21.0283334,105.854041
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ,5.0,3.55,2.5,Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Trung,38.0,4445.0,20.9955213,105.8044695
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Nội thất gắng tường cao cấp,7.0,4.6,5,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Lê Trọng Tấn,52.0,10500.0,21.0283334,105.854041
,,8.0,8.0,,,8.0,,,Hà Nội,Ba Đình,Phường Kim Mã,Đường Giang Văn Minh,120.0,41000.0,21.0306498,105.8250933
Tây - Nam,,3.0,2.0,Có sổ.,,,,,Hà Nội.,Nam Từ Liêm,Phường Phú Đô,Đường Châu Văn Liêm,95.0,3800.0,21.0023029,105.7633439
Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Tuân,67.0,3100.0,20.9955213,105.8044695
Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội.,Nam Từ Liêm,Phường Trung Văn,Đường Tố Hữu,75.9,3000.0,21.0315919,105.7529955
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,Cơ bản,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,,87.0,3900.0,21.0373324,105.7910892
,Đông - Nam,3.0,2.0,Sổ đỏ chính chủ,Cơ bản,,,,Hà Nội.,Cầu Giấy,Phường Trung Hòa,,113.0,4900.0,21.0373324,105.7910892
Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Trãi,115.0,3940.0,20.9955213,105.8044695
,,3.0,2.0,Có sổ.,- Sàn gỗ lát đủ các phòng. - Trần thạch cao. - Đèn downlight âm trần. - Thiết bị vệ sinh căn bản. - Tương sơn bột bả căn bản.,,,,Hà Nội,Hoàng Mai,Phường Yên Sở,Đường Vành Đai 3,90.0,2320.0,20.9649601,105.8734278
Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Full nội thất như hình ,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Phố Trung Kính,67.3,3100.0,21.0159572,105.7937939
,,8.0,8.0,Sổ đỏ,,8.0,,,Hà Nội,Ba Đình,Phường Cống Vị,Đường Đào Tấn,120.0,40000.0,21.0337658,105.8130407
,,2.0,1.0,,Nội thất đầy đủ - cao cấp,2.0,4.2,,Hà Nội,Hà Đông,Phường Quang Trung,Đường Bế Văn Đàn,26.0,2350.0,21.0120316,105.8253054
Tây - Nam,Tây - Nam,4.0,,Sổ đỏ/ Sổ hồng,,5.0,3.7,6,Hà Nội,Bắc Từ Liêm,Phường Xuân Tảo,Đường Tân Xuân,40.0,6500.0,21.0283334,105.854041
,,3.0,6.0,Sổ đỏ.,Cơ bản,7.0,4.0,10,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Quốc Vượng,60.0,22500.0,21.0388103,105.7818897
Đông - Nam,Đông - Nam,6.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,8.0,6,Hà Nội,Tây Hồ,Phường Thụy Khuê,đường Võng Thị,110.0,22500.0,21.0437217,105.8197536
,,2.0,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoài Đức,Xã Vân Canh,,67.0,3350.0,21.0294802,105.7276153
,,,,Sổ đỏ,,,,,Hà Nội,Hà Đông,Phường Yên Nghĩa,,31.0,1290.0,20.9307173,105.7331428
,,2.0,2.0,Sổ đỏ.,,,,,Hà Nội,Hoàng Mai,Phường Định Công,Đường Nguyễn Cảnh Dị,50.0,2100.0,20.9765347,105.812497
,,3.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Đống Đa,Phường Láng Thượng,Đường Huỳnh Thúc Kháng,90.0,6400.0,21.0229999,105.8061749
Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Linh Đường,100.0,3680.0,20.966384,105.8377568
Tây - Bắc,,4.0,4.0,"Sổ đỏ chính chủ, pháp lý sạch.",Nội thất cơ bản chỉ việc xách vali về ở.,5.0,,2.5,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,33.0,3900.0,21.0283334,105.854041
Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Bắc Từ Liêm,Phường Phú Diễn,Đường Hồ Tùng Mậu,78.0,2800.0,21.0461067,105.762101
,,4.0,5.0,"Sổ hồng chính chủ, pháp lý chuẩn",,4.0,5.5,12,Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Linh Đàm,90.0,16000.0,20.9946062,105.885675
,,,,,,,,,Hà Nội,Nam Từ Liêm,Phường Mễ Trì,,214.5,65000.0,21.0100131,105.786309
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Bàn giao thô,,10.0,,Hà Nội,Long Biên,Phường Đức Giang,Đường Ngô Huy Quỳnh,176.0,30000.0,21.0602793,105.8938304
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,4.0,3,Hà Nội,Ba Đình,Phường Vĩnh Phúc,Đường Bưởi,35.0,4600.0,21.0283334,105.854041
,,3.0,3.0,Sổ đỏ/ Sổ hồng,,3.0,5.0,,Hà Nội,Hai Bà Trưng,Phường Lê Đại Hành,Phố Phố Huế,110.0,25000.0,21.0124852,105.8454219
,,5.0,,Sổ đỏ/ Sổ hồng.,,5.0,,3.5,Hà Nội,Long Biên,Phường Gia Thụy,Đường Nguyễn Văn Cừ,41.0,5390.0,21.0283334,105.854041
,,4.0,4.0,Sổ đỏ/ Sổ hồng.,Hiện đại.,5.0,6.0,10,Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công,65.0,8800.0,20.9765347,105.812497
,,,,- Sổ đỏ.,,3.0,,,Hà Nội,Long Biên,Phường Phúc Lợi,,186.0,45000.0,21.0357231,105.9153081
Đông - Nam,Đông - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,,3.0,,,Hà Nội,Gia Lâm,Xã Dương Xá,,133.5,24000.0,21.0028663,105.9658013
,,8.0,8.0,Sổ đỏ/ Sổ hồng,Cao cấp,6.0,6.0,40,Hà Nội,Đống Đa,Phường Quang Trung,Phố Hoàng Cầu,89.0,32500.0,21.0120316,105.8253054
Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Yên Hòa,72.0,2920.0,21.0159572,105.7937939
,,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,3.7,4,Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,38.0,4290.0,21.0023029,105.7633439
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,,9.0,11.5,Hà Nội,Mê Linh,Thị trấn Chi Đông,Đường Cao tốc Thăng Long Nội Bài,180.0,3960.0,21.0283334,105.854041
,,3.0,4.0,Đã có sổ đỏ,Hiện đại,5.0,4.2,6,Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,42.0,4800.0,21.0055269,105.8435926
,,,,,,4.0,7.0,11.5,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Lê Đức Thọ,125.0,23800.0,21.0274134,105.7833341
,,4.0,3.0,Đã có sổ đỏ,Hiện đại,4.0,3.8,7,Hà Nội,Đống Đa,Phường Phương Liên,Đường Hồ Ba Mẫu,55.0,10000.0,21.0099244,105.8375074
,,3.0,4.0,Sổ đỏ/ Sổ hồng,"Cầu thang gỗ Lim, cửa gỗ Lim nguyên khối. sàn gỗ nhập khẩu, tủ bếp gỗ cao cấp, thiết bị vệ sinh cao cấp, trần thạch cao.",5.0,4.0,3,Hà Nội,Ba Đình,Phường Liễu Giai,Đường Đội Cấn,35.0,4100.0,21.0337658,105.8130407
,,,,,,4.0,10.0,17.5,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Hoài Thanh,182.0,33800.0,21.0274134,105.7833341
,,3.0,3.0,Đã có sổ đỏ,Hiện đại,6.0,4.6,6,Hà Nội,Đống Đa,Phường Phương Mai,Phố Lương Định Của,55.0,10800.0,21.003356,105.8366179
,,4.0,3.0,Đã có sổ đỏ,Hiện đại,4.0,4.0,3,Hà Nội,Đống Đa,Phường Trung Tự,Đường Đặng Văn Ngữ,55.0,5400.0,21.0088299,105.8320706
Tây - Bắc,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Đầy đủ,,,,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,79.0,2000.0,21.0120316,105.8253054
,,3.0,3.0,,Hiện đại,5.0,3.4,4,Hà Nội,Đống Đa,Phường Văn Chương,Phố Tôn Đức Thắng,21.0,2300.0,21.0283334,105.854041
,,4.0,3.0,Đã có sổ đỏ,Hiện đại,5.0,4.8,6,Hà Nội,Đống Đa,Phường Trung Liệt,Đường Tây Sơn,60.0,12000.0,21.0110935,105.8213374
